timestamp,sm_ch1,sm_ch2,sm_ch3,sm_ch4,sm_ch5,sm_ch6,sm_ch7,sm_ch8,st_ch1,st_ch2
"1693559555","63.0000","61.0000","60.0000","47.0000","81.0000","46.0000","28.0000","50.0000","57.9000","70.7000"
"1693559616","63.0000","61.0000","60.0000","47.0000","81.0000","46.0000","28.0000","50.0000","58.1000","70.9000"
"1693559677","63.0000","61.0000","60.0000","47.0000","81.0000","46.0000","28.0000","50.0000","57.9000","70.9000"
"1693559738","63.0000","61.0000","60.0000","47.0000","81.0000","46.0000","28.0000","50.0000","58.1000","70.9000"
"1693559799","63.0000","61.0000","60.0000","47.0000","81.0000","46.0000","28.0000","50.0000","58.1000","70.9000"
"1693559860","63.0000","61.0000","60.0000","47.0000","81.0000","46.0000","28.0000","50.0000","58.1000","70.9000"
"1693559921","63.0000","61.0000","60.0000","47.0000","81.0000","46.0000","28.0000","50.0000","58.1000","70.9000"
"1693559982","63.0000","61.0000","60.0000","47.0000","81.0000","46.0000","28.0000","50.0000","58.1000","70.9000"
"1693560043","63.0000","61.0000","60.0000","47.0000","81.0000","46.0000","28.0000","50.0000","58.1000","70.9000"
"1693560104","63.0000","61.0000","60.0000","47.0000","81.0000","46.0000","28.0000","50.0000","58.1000","70.7000"
"1693560165","63.0000","61.0000","60.0000","47.0000","81.0000","46.0000","28.0000","50.0000","58.1000","70.7000"
"1693560226","63.0000","61.0000","60.0000","47.0000","81.0000","46.0000","28.0000","50.0000","58.1000","70.9000"
"1693560287","63.0000","61.0000","60.0000","47.0000","81.0000","46.0000","28.0000","50.0000","58.1000","70.9000"
"1693560348","63.0000","61.0000","60.0000","47.0000","81.0000","46.0000","28.0000","50.0000","58.1000","70.9000"
"1693560409","63.0000","61.0000","60.0000","47.0000","81.0000","46.0000","28.0000","50.0000","58.1000","70.9000"
"1693560470","63.0000","61.0000","60.0000","47.0000","81.0000","46.0000","28.0000","50.0000","57.9000","70.7000"
"1693560531","63.0000","61.0000","60.0000","47.0000","81.0000","46.0000","28.0000","50.0000","58.1000","70.9000"
"1693560592","63.0000","61.0000","60.0000","47.0000","81.0000","46.0000","28.0000","50.0000","58.1000","70.7000"
"1693560653","63.0000","61.0000","60.0000","47.0000","81.0000","46.0000","28.0000","50.0000","58.1000","70.7000"
"1693560714","63.0000","61.0000","60.0000","47.0000","81.0000","46.0000","28.0000","50.0000","58.1000","70.9000"
"1693560775","63.0000","61.0000","60.0000","47.0000","81.0000","46.0000","28.0000","50.0000","58.1000","70.9000"
"1693560836","63.0000","61.0000","60.0000","47.0000","81.0000","46.0000","28.0000","50.0000","58.1000","70.7000"
"1693560897","63.0000","61.0000","60.0000","47.0000","81.0000","46.0000","28.0000","50.0000","58.1000","70.7000"
"1693560958","63.0000","61.0000","60.0000","47.0000","81.0000","46.0000","28.0000","50.0000","58.3000","70.7000"
"1693561019","63.0000","61.0000","60.0000","47.0000","81.0000","46.0000","28.0000","50.0000","58.3000","70.7000"
"1693561080","63.0000","61.0000","60.0000","47.0000","81.0000","46.0000","28.0000","50.0000","58.3000","70.9000"
"1693561141","63.0000","61.0000","60.0000","47.0000","81.0000","46.0000","28.0000","50.0000","58.3000","70.9000"
"1693561202","63.0000","61.0000","60.0000","47.0000","81.0000","46.0000","28.0000","50.0000","58.3000","70.9000"
"1693561263","63.0000","61.0000","60.0000","47.0000","81.0000","46.0000","28.0000","49.0000","58.3000","70.9000"
"1693561324","63.0000","61.0000","60.0000","47.0000","81.0000","46.0000","28.0000","49.0000","58.3000","70.7000"
"1693561385","63.0000","61.0000","60.0000","47.0000","81.0000","46.0000","28.0000","49.0000","58.3000","70.9000"
"1693561446","63.0000","61.0000","60.0000","47.0000","81.0000","46.0000","28.0000","49.0000","58.1000","70.9000"
"1693561507","63.0000","61.0000","60.0000","47.0000","81.0000","46.0000","28.0000","49.0000","58.3000","70.9000"
"1693561568","63.0000","61.0000","60.0000","47.0000","81.0000","46.0000","28.0000","49.0000","58.3000","70.9000"
"1693561629","63.0000","61.0000","60.0000","47.0000","81.0000","46.0000","28.0000","49.0000","58.3000","70.9000"
"1693561690","63.0000","61.0000","60.0000","47.0000","81.0000","46.0000","28.0000","49.0000","58.3000","70.9000"
"1693561751","63.0000","61.0000","60.0000","47.0000","81.0000","46.0000","28.0000","49.0000","58.3000","70.7000"
"1693561812","63.0000","61.0000","60.0000","47.0000","81.0000","46.0000","28.0000","49.0000","58.3000","70.7000"
"1693561873","63.0000","61.0000","60.0000","47.0000","81.0000","46.0000","28.0000","49.0000","58.3000","70.9000"
"1693561934","63.0000","61.0000","60.0000","47.0000","81.0000","46.0000","28.0000","49.0000","58.5000","70.7000"
"1693561995","63.0000","61.0000","60.0000","47.0000","81.0000","46.0000","28.0000","49.0000","58.5000","70.9000"
"1693562056","63.0000","61.0000","60.0000","47.0000","81.0000","46.0000","28.0000","49.0000","58.3000","70.9000"
"1693562117","63.0000","61.0000","60.0000","47.0000","81.0000","46.0000","28.0000","49.0000","58.5000","70.9000"
"1693562178","63.0000","61.0000","60.0000","47.0000","81.0000","46.0000","28.0000","49.0000","58.5000","70.7000"
"1693562239","63.0000","61.0000","60.0000","47.0000","81.0000","46.0000","28.0000","49.0000","58.5000","70.9000"
"1693562300","63.0000","61.0000","60.0000","47.0000","81.0000","46.0000","28.0000","49.0000","58.3000","70.9000"
"1693562361","63.0000","61.0000","60.0000","47.0000","81.0000","46.0000","28.0000","49.0000","58.3000","70.9000"
"1693562422","63.0000","61.0000","60.0000","47.0000","81.0000","46.0000","28.0000","49.0000","58.5000","70.9000"
"1693562483","63.0000","61.0000","60.0000","47.0000","81.0000","46.0000","28.0000","49.0000","58.5000","70.9000"
"1693562544","63.0000","61.0000","60.0000","47.0000","81.0000","46.0000","28.0000","49.0000","58.5000","70.7000"
"1693562605","63.0000","61.0000","60.0000","47.0000","81.0000","46.0000","28.0000","49.0000","58.5000","70.9000"
"1693562666","63.0000","60.0000","60.0000","47.0000","81.0000","46.0000","28.0000","49.0000","58.5000","71.1000"
"1693562727","63.0000","60.0000","60.0000","47.0000","81.0000","46.0000","28.0000","49.0000","58.5000","71.1000"
"1693562788","63.0000","60.0000","60.0000","47.0000","81.0000","46.0000","28.0000","49.0000","58.5000","70.9000"
"1693562849","63.0000","60.0000","60.0000","47.0000","81.0000","46.0000","28.0000","49.0000","58.3000","70.9000"
"1693562910","63.0000","60.0000","60.0000","47.0000","81.0000","46.0000","28.0000","49.0000","58.5000","70.9000"
"1693562910","63.0000","60.0000","60.0000","47.0000","81.0000","46.0000","28.0000","49.0000","58.5000","70.9000"
"1693562971","63.0000","60.0000","60.0000","47.0000","81.0000","46.0000","28.0000","49.0000","58.6000","70.9000"
"1693563032","63.0000","60.0000","60.0000","47.0000","81.0000","46.0000","28.0000","49.0000","58.6000","70.9000"
"1693563093","63.0000","60.0000","60.0000","47.0000","81.0000","46.0000","28.0000","49.0000","58.5000","70.9000"
"1693563154","63.0000","60.0000","60.0000","47.0000","81.0000","46.0000","28.0000","49.0000","58.6000","70.9000"
"1693563215","63.0000","60.0000","60.0000","47.0000","81.0000","46.0000","28.0000","49.0000","58.6000","70.9000"
"1693563276","63.0000","60.0000","60.0000","47.0000","81.0000","46.0000","28.0000","49.0000","58.5000","70.9000"
"1693563337","63.0000","60.0000","60.0000","47.0000","81.0000","46.0000","28.0000","49.0000","58.5000","70.7000"
"1693563398","63.0000","60.0000","60.0000","47.0000","81.0000","46.0000","28.0000","49.0000","58.6000","70.9000"
"1693563459","63.0000","60.0000","60.0000","47.0000","81.0000","46.0000","28.0000","49.0000","58.6000","70.9000"
"1693563520","63.0000","60.0000","60.0000","46.0000","81.0000","46.0000","28.0000","49.0000","58.6000","70.7000"
"1693563581","63.0000","60.0000","60.0000","46.0000","81.0000","46.0000","28.0000","49.0000","58.6000","70.7000"
"1693563642","63.0000","60.0000","60.0000","46.0000","80.0000","46.0000","28.0000","49.0000","58.6000","70.9000"
"1693563703","63.0000","60.0000","60.0000","46.0000","80.0000","46.0000","28.0000","49.0000","58.8000","70.9000"
"1693563764","63.0000","60.0000","60.0000","46.0000","80.0000","46.0000","28.0000","49.0000","58.6000","71.1000"
"1693563825","63.0000","60.0000","60.0000","46.0000","80.0000","46.0000","28.0000","49.0000","58.8000","70.9000"
"1693563886","63.0000","60.0000","60.0000","46.0000","80.0000","46.0000","28.0000","49.0000","58.6000","70.9000"
"1693563947","62.0000","60.0000","60.0000","46.0000","80.0000","46.0000","28.0000","49.0000","58.6000","71.1000"
"1693564008","62.0000","60.0000","60.0000","46.0000","80.0000","46.0000","28.0000","49.0000","58.6000","70.9000"
"1693564069","62.0000","60.0000","60.0000","46.0000","80.0000","46.0000","28.0000","49.0000","58.8000","70.7000"
"1693564130","62.0000","60.0000","60.0000","46.0000","80.0000","46.0000","28.0000","49.0000","58.8000","70.9000"
"1693564191","62.0000","60.0000","60.0000","46.0000","80.0000","46.0000","28.0000","49.0000","58.6000","70.9000"
"1693564252","62.0000","60.0000","60.0000","46.0000","80.0000","46.0000","28.0000","49.0000","58.6000","70.9000"
"1693564313","62.0000","60.0000","60.0000","46.0000","80.0000","46.0000","28.0000","49.0000","58.8000","70.7000"
"1693564374","62.0000","60.0000","60.0000","46.0000","80.0000","46.0000","28.0000","49.0000","58.8000","70.7000"
"1693564435","62.0000","60.0000","60.0000","46.0000","80.0000","46.0000","28.0000","49.0000","59.0000","70.7000"
"1693564496","62.0000","60.0000","60.0000","46.0000","80.0000","46.0000","28.0000","49.0000","59.0000","70.7000"
"1693564496","62.0000","60.0000","60.0000","46.0000","80.0000","46.0000","28.0000","49.0000","59.0000","70.7000"
"1693564618","62.0000","60.0000","60.0000","46.0000","80.0000","46.0000","28.0000","49.0000","58.8000","70.9000"
"1693564679","62.0000","60.0000","60.0000","46.0000","80.0000","46.0000","28.0000","49.0000","58.8000","70.7000"
"1693564740","62.0000","60.0000","60.0000","46.0000","80.0000","46.0000","28.0000","49.0000","59.0000","70.7000"
"1693564801","62.0000","60.0000","60.0000","46.0000","80.0000","46.0000","28.0000","49.0000","59.0000","70.9000"
"1693564862","62.0000","60.0000","60.0000","46.0000","80.0000","46.0000","28.0000","49.0000","59.0000","70.7000"
"1693564923","62.0000","60.0000","60.0000","46.0000","80.0000","46.0000","28.0000","49.0000","59.0000","70.7000"
"1693564984","62.0000","60.0000","60.0000","46.0000","80.0000","46.0000","28.0000","49.0000","59.0000","70.7000"
"1693565045","62.0000","60.0000","60.0000","46.0000","80.0000","46.0000","28.0000","49.0000","59.2000","70.7000"
"1693565106","62.0000","60.0000","60.0000","46.0000","80.0000","46.0000","28.0000","49.0000","59.2000","70.7000"
"1693565167","62.0000","60.0000","60.0000","46.0000","80.0000","46.0000","28.0000","49.0000","59.2000","70.7000"
"1693565228","62.0000","60.0000","60.0000","46.0000","80.0000","46.0000","28.0000","49.0000","59.0000","70.9000"
"1693565289","62.0000","60.0000","60.0000","46.0000","80.0000","46.0000","28.0000","49.0000","59.0000","70.9000"
"1693565350","62.0000","60.0000","60.0000","46.0000","80.0000","46.0000","28.0000","49.0000","59.0000","70.9000"
"1693565411","62.0000","60.0000","60.0000","46.0000","80.0000","46.0000","28.0000","49.0000","59.0000","70.7000"
"1693565472","62.0000","60.0000","60.0000","46.0000","80.0000","46.0000","28.0000","49.0000","59.2000","70.7000"
"1693565533","62.0000","60.0000","60.0000","46.0000","80.0000","46.0000","28.0000","49.0000","59.2000","70.7000"
"1693565594","62.0000","60.0000","60.0000","46.0000","80.0000","46.0000","28.0000","49.0000","59.2000","70.9000"
"1693565655","62.0000","60.0000","60.0000","46.0000","80.0000","46.0000","28.0000","49.0000","59.0000","70.9000"
"1693565716","62.0000","60.0000","60.0000","46.0000","80.0000","46.0000","28.0000","49.0000","59.0000","70.9000"
"1693565777","62.0000","60.0000","60.0000","46.0000","80.0000","46.0000","28.0000","49.0000","59.2000","70.7000"
"1693565838","62.0000","60.0000","60.0000","46.0000","80.0000","46.0000","28.0000","49.0000","59.4000","70.9000"
"1693565899","62.0000","60.0000","60.0000","46.0000","80.0000","46.0000","28.0000","49.0000","59.2000","70.9000"
"1693565960","62.0000","60.0000","60.0000","46.0000","80.0000","46.0000","28.0000","49.0000","59.2000","70.9000"
"1693566021","62.0000","60.0000","60.0000","46.0000","80.0000","46.0000","28.0000","49.0000","59.2000","70.7000"
"1693566082","62.0000","60.0000","60.0000","46.0000","80.0000","46.0000","28.0000","49.0000","59.4000","70.9000"
"1693566143","62.0000","60.0000","60.0000","46.0000","80.0000","46.0000","28.0000","49.0000","59.4000","70.9000"
"1693566143","62.0000","60.0000","60.0000","46.0000","80.0000","46.0000","28.0000","49.0000","59.4000","70.9000"
"1693566265","62.0000","60.0000","60.0000","46.0000","80.0000","46.0000","28.0000","49.0000","59.2000","70.7000"
"1693566328","62.0000","60.0000","60.0000","46.0000","80.0000","46.0000","28.0000","49.0000","59.4000","70.7000"
"1693566387","62.0000","60.0000","60.0000","46.0000","80.0000","46.0000","28.0000","49.0000","59.4000","70.9000"
"1693566387","62.0000","60.0000","60.0000","46.0000","80.0000","46.0000","28.0000","49.0000","59.4000","70.9000"
"1693566509","62.0000","59.0000","60.0000","46.0000","80.0000","46.0000","28.0000","49.0000","59.4000","70.9000"
"1693566509","62.0000","59.0000","60.0000","46.0000","80.0000","46.0000","28.0000","49.0000","59.4000","70.9000"
"1693566570","62.0000","59.0000","60.0000","46.0000","80.0000","46.0000","28.0000","49.0000","59.4000","70.9000"
"1693566631","62.0000","59.0000","60.0000","46.0000","80.0000","46.0000","28.0000","49.0000","59.4000","70.9000"
"1693566692","62.0000","59.0000","60.0000","46.0000","80.0000","46.0000","28.0000","49.0000","59.4000","70.7000"
"1693566753","62.0000","59.0000","60.0000","46.0000","80.0000","46.0000","28.0000","49.0000","59.4000","70.7000"
"1693566815","62.0000","59.0000","60.0000","46.0000","80.0000","46.0000","28.0000","49.0000","59.5000","70.7000"
"1693566875","62.0000","59.0000","60.0000","46.0000","80.0000","46.0000","28.0000","49.0000","59.5000","70.9000"
"1693566936","62.0000","59.0000","60.0000","46.0000","80.0000","46.0000","28.0000","49.0000","59.5000","70.9000"
"1693566997","62.0000","59.0000","60.0000","46.0000","80.0000","46.0000","28.0000","49.0000","59.7000","70.7000"
"1693567058","61.0000","59.0000","60.0000","46.0000","80.0000","46.0000","28.0000","49.0000","59.5000","70.9000"
"1693567119","61.0000","59.0000","60.0000","46.0000","80.0000","46.0000","28.0000","49.0000","59.5000","70.9000"
"1693567180","61.0000","59.0000","60.0000","46.0000","80.0000","46.0000","28.0000","49.0000","59.5000","70.9000"
"1693567241","61.0000","59.0000","60.0000","45.0000","80.0000","46.0000","28.0000","49.0000","59.7000","70.9000"
"1693567302","61.0000","59.0000","60.0000","45.0000","80.0000","46.0000","28.0000","49.0000","59.5000","70.7000"
"1693567363","61.0000","59.0000","60.0000","45.0000","80.0000","45.0000","28.0000","49.0000","59.7000","70.7000"
"1693567424","61.0000","59.0000","60.0000","45.0000","80.0000","45.0000","28.0000","49.0000","59.7000","70.7000"
"1693567485","61.0000","59.0000","60.0000","45.0000","80.0000","45.0000","28.0000","49.0000","59.7000","70.9000"
"1693567546","61.0000","59.0000","60.0000","45.0000","80.0000","45.0000","28.0000","49.0000","59.7000","70.9000"
"1693567607","61.0000","59.0000","60.0000","45.0000","80.0000","45.0000","28.0000","49.0000","59.7000","71.1000"
"1693567668","61.0000","59.0000","60.0000","45.0000","80.0000","45.0000","28.0000","49.0000","59.7000","71.1000"
"1693567729","61.0000","59.0000","60.0000","45.0000","80.0000","45.0000","28.0000","49.0000","59.7000","70.7000"
"1693567790","61.0000","59.0000","60.0000","45.0000","80.0000","45.0000","28.0000","49.0000","59.7000","70.7000"
"1693567851","61.0000","59.0000","60.0000","45.0000","80.0000","45.0000","28.0000","49.0000","59.7000","70.9000"
"1693567912","61.0000","59.0000","60.0000","45.0000","80.0000","45.0000","28.0000","49.0000","59.7000","70.9000"
"1693567973","61.0000","59.0000","60.0000","45.0000","80.0000","45.0000","28.0000","49.0000","59.9000","70.9000"
"1693568034","61.0000","59.0000","60.0000","45.0000","80.0000","45.0000","28.0000","49.0000","59.9000","70.9000"
"1693568095","61.0000","59.0000","60.0000","45.0000","80.0000","45.0000","28.0000","49.0000","59.9000","70.9000"
"1693568156","61.0000","59.0000","60.0000","45.0000","80.0000","45.0000","28.0000","49.0000","59.7000","70.9000"
"1693568217","61.0000","59.0000","60.0000","45.0000","80.0000","45.0000","28.0000","49.0000","59.9000","70.7000"
"1693568278","61.0000","59.0000","60.0000","45.0000","80.0000","45.0000","28.0000","49.0000","59.9000","70.7000"
"1693568339","61.0000","59.0000","59.0000","45.0000","80.0000","45.0000","28.0000","49.0000","59.9000","70.9000"
"1693568400","61.0000","59.0000","59.0000","45.0000","80.0000","45.0000","28.0000","49.0000","59.9000","70.9000"
"1693568461","61.0000","59.0000","59.0000","45.0000","80.0000","45.0000","28.0000","49.0000","59.9000","70.9000"
"1693568522","61.0000","59.0000","59.0000","45.0000","80.0000","45.0000","28.0000","49.0000","60.1000","70.9000"
"1693568583","61.0000","59.0000","59.0000","45.0000","80.0000","45.0000","28.0000","49.0000","59.9000","70.9000"
"1693568644","61.0000","59.0000","59.0000","45.0000","80.0000","45.0000","28.0000","49.0000","59.9000","70.9000"
"1693568705","61.0000","59.0000","59.0000","45.0000","80.0000","45.0000","28.0000","49.0000","60.1000","71.1000"
"1693568766","61.0000","59.0000","59.0000","45.0000","80.0000","45.0000","27.0000","49.0000","60.1000","70.9000"
"1693568827","61.0000","59.0000","59.0000","45.0000","80.0000","45.0000","28.0000","49.0000","59.9000","70.9000"
"1693568888","61.0000","59.0000","59.0000","45.0000","80.0000","45.0000","27.0000","49.0000","60.1000","70.9000"
"1693568949","61.0000","59.0000","59.0000","45.0000","80.0000","45.0000","27.0000","49.0000","60.1000","70.9000"
"1693569010","61.0000","59.0000","59.0000","45.0000","80.0000","45.0000","27.0000","48.0000","60.1000","70.9000"
"1693569071","61.0000","59.0000","59.0000","45.0000","80.0000","45.0000","27.0000","49.0000","60.1000","70.9000"
"1693569149","61.0000","59.0000","59.0000","45.0000","80.0000","45.0000","28.0000","49.0000","60.1000","70.9000"
"1693569149","61.0000","59.0000","59.0000","45.0000","80.0000","45.0000","28.0000","49.0000","60.1000","70.9000"
"1693569254","61.0000","59.0000","59.0000","45.0000","80.0000","45.0000","27.0000","48.0000","60.1000","70.9000"
"1693569315","61.0000","59.0000","59.0000","45.0000","80.0000","45.0000","28.0000","48.0000","60.1000","70.9000"
"1693569376","61.0000","59.0000","59.0000","45.0000","80.0000","45.0000","27.0000","48.0000","60.1000","70.9000"
"1693569437","61.0000","59.0000","59.0000","45.0000","80.0000","45.0000","27.0000","48.0000","60.1000","70.9000"
"1693569498","61.0000","59.0000","59.0000","45.0000","80.0000","45.0000","27.0000","48.0000","60.1000","70.9000"
"1693569559","61.0000","59.0000","59.0000","45.0000","80.0000","45.0000","27.0000","48.0000","60.3000","70.9000"
"1693569620","61.0000","59.0000","59.0000","45.0000","80.0000","45.0000","27.0000","48.0000","60.3000","70.9000"
"1693569681","61.0000","59.0000","59.0000","45.0000","80.0000","45.0000","27.0000","48.0000","60.3000","70.9000"
"1693569742","61.0000","59.0000","59.0000","45.0000","80.0000","45.0000","27.0000","48.0000","60.3000","70.9000"
"1693569803","61.0000","59.0000","59.0000","45.0000","80.0000","45.0000","27.0000","48.0000","60.3000","70.9000"
"1693569864","61.0000","59.0000","59.0000","45.0000","80.0000","45.0000","27.0000","48.0000","60.3000","70.9000"
"1693569925","61.0000","59.0000","59.0000","45.0000","80.0000","45.0000","27.0000","48.0000","60.4000","70.9000"
"1693569986","61.0000","59.0000","59.0000","45.0000","80.0000","45.0000","27.0000","48.0000","60.4000","70.7000"
"1693570047","61.0000","59.0000","59.0000","45.0000","80.0000","45.0000","27.0000","48.0000","60.3000","70.7000"
"1693570108","61.0000","59.0000","59.0000","45.0000","80.0000","45.0000","27.0000","48.0000","60.3000","70.7000"
"1693570169","61.0000","59.0000","59.0000","45.0000","80.0000","45.0000","27.0000","48.0000","60.4000","70.7000"
"1693570230","61.0000","59.0000","59.0000","45.0000","80.0000","45.0000","27.0000","48.0000","60.6000","70.9000"
"1693570230","61.0000","59.0000","59.0000","45.0000","80.0000","45.0000","27.0000","48.0000","60.6000","70.9000"
"1693570291","61.0000","59.0000","59.0000","45.0000","80.0000","45.0000","27.0000","48.0000","60.6000","70.9000"
"1693570352","61.0000","59.0000","59.0000","45.0000","80.0000","45.0000","27.0000","48.0000","60.4000","70.9000"
"1693570413","61.0000","59.0000","59.0000","45.0000","80.0000","45.0000","27.0000","48.0000","60.4000","70.7000"
"1693570413","61.0000","59.0000","59.0000","45.0000","80.0000","45.0000","27.0000","48.0000","60.4000","70.7000"
"1693570535","61.0000","59.0000","59.0000","45.0000","80.0000","45.0000","27.0000","48.0000","60.6000","70.9000"
"1693570596","61.0000","59.0000","59.0000","45.0000","80.0000","45.0000","27.0000","48.0000","60.4000","70.9000"
"1693570657","61.0000","59.0000","59.0000","45.0000","80.0000","45.0000","27.0000","48.0000","60.4000","70.9000"
"1693570718","61.0000","59.0000","59.0000","45.0000","80.0000","45.0000","27.0000","48.0000","60.4000","70.9000"
"1693570779","61.0000","59.0000","59.0000","45.0000","80.0000","45.0000","27.0000","48.0000","60.6000","70.7000"
"1693570840","61.0000","59.0000","59.0000","45.0000","80.0000","45.0000","27.0000","48.0000","60.6000","70.9000"
"1693570904","61.0000","59.0000","59.0000","45.0000","80.0000","45.0000","27.0000","48.0000","60.4000","70.9000"
"1693570962","61.0000","59.0000","59.0000","45.0000","80.0000","45.0000","27.0000","48.0000","60.4000","70.9000"
"1693571023","61.0000","59.0000","59.0000","45.0000","80.0000","45.0000","27.0000","48.0000","60.6000","70.9000"
"1693571084","60.0000","59.0000","59.0000","45.0000","80.0000","45.0000","27.0000","48.0000","60.6000","70.9000"
"1693571145","60.0000","59.0000","59.0000","45.0000","80.0000","45.0000","27.0000","48.0000","60.6000","70.9000"
"1693571206","60.0000","59.0000","59.0000","45.0000","80.0000","45.0000","27.0000","48.0000","60.6000","70.9000"
"1693571267","60.0000","58.0000","59.0000","45.0000","80.0000","45.0000","27.0000","48.0000","60.6000","70.9000"
"1693571328","60.0000","58.0000","59.0000","45.0000","80.0000","45.0000","27.0000","48.0000","60.8000","70.9000"
"1693571389","60.0000","58.0000","59.0000","45.0000","80.0000","45.0000","27.0000","48.0000","60.8000","71.1000"
"1693571450","60.0000","58.0000","59.0000","45.0000","80.0000","45.0000","27.0000","48.0000","60.8000","70.9000"
"1693571511","60.0000","58.0000","59.0000","45.0000","80.0000","45.0000","27.0000","48.0000","60.8000","70.9000"
"1693571572","60.0000","58.0000","59.0000","45.0000","80.0000","45.0000","27.0000","48.0000","60.8000","70.9000"
"1693571633","60.0000","58.0000","59.0000","45.0000","79.0000","45.0000","27.0000","48.0000","60.8000","70.9000"
"1693571694","60.0000","58.0000","59.0000","45.0000","79.0000","45.0000","27.0000","48.0000","60.8000","70.9000"
"1693571755","60.0000","58.0000","59.0000","45.0000","79.0000","45.0000","27.0000","48.0000","60.8000","70.9000"
"1693571816","60.0000","58.0000","59.0000","45.0000","79.0000","45.0000","27.0000","48.0000","60.8000","70.9000"
"1693571877","60.0000","58.0000","59.0000","45.0000","79.0000","45.0000","27.0000","48.0000","60.8000","70.9000"
"1693571938","60.0000","58.0000","59.0000","45.0000","79.0000","45.0000","27.0000","48.0000","61.0000","70.9000"
"1693571999","60.0000","58.0000","59.0000","45.0000","79.0000","45.0000","27.0000","48.0000","61.0000","70.9000"
"1693572060","60.0000","58.0000","59.0000","45.0000","79.0000","45.0000","27.0000","48.0000","61.0000","70.9000"
"1693572121","60.0000","58.0000","59.0000","45.0000","79.0000","45.0000","27.0000","48.0000","61.0000","70.9000"
"1693572182","60.0000","58.0000","59.0000","45.0000","79.0000","45.0000","27.0000","48.0000","61.0000","71.1000"
"1693572245","60.0000","58.0000","59.0000","45.0000","79.0000","45.0000","27.0000","48.0000","61.0000","70.9000"
"1693572304","60.0000","58.0000","59.0000","45.0000","79.0000","45.0000","27.0000","48.0000","61.0000","70.9000"
"1693572365","60.0000","58.0000","59.0000","45.0000","79.0000","45.0000","27.0000","48.0000","61.0000","70.9000"
"1693572426","60.0000","58.0000","59.0000","45.0000","79.0000","45.0000","27.0000","48.0000","61.0000","70.9000"
"1693572487","60.0000","58.0000","59.0000","45.0000","79.0000","45.0000","27.0000","48.0000","61.0000","71.1000"
"1693572548","60.0000","58.0000","59.0000","45.0000","79.0000","45.0000","27.0000","48.0000","61.0000","70.9000"
"1693572609","60.0000","58.0000","59.0000","45.0000","79.0000","45.0000","27.0000","48.0000","61.0000","70.9000"
"1693572670","60.0000","58.0000","59.0000","45.0000","79.0000","45.0000","27.0000","48.0000","61.2000","70.9000"
"1693572731","60.0000","58.0000","59.0000","45.0000","79.0000","45.0000","27.0000","48.0000","61.2000","70.9000"
"1693572792","60.0000","58.0000","59.0000","45.0000","79.0000","45.0000","27.0000","48.0000","61.2000","70.9000"
"1693572792","60.0000","58.0000","59.0000","45.0000","79.0000","45.0000","27.0000","48.0000","61.2000","70.9000"
